	KOSD5	WTSD5	logFC	logCPM	F	PValue	FDR	check	gene
100008567	183.2	199.6	-0.131894267960302	1.32193412474597	1.14600450785843	0.295113176232246	0.778506118384094	NA	NA
100009600	69	70.2	-0.0253825049512908	0.0367429404802465	0.0151741028170192	0.903031659552213	0.984671244814008	100009600	Zglp1
100017	15.4	18.4	-0.230329563590482	1.45644395990687	3.56585304691822	0.0712159878819118	0.564723185041407	100017	Ldlrap1
100019	424	423.8	0.00154422035651569	6.20352060595856	0.00104566485497751	0.974522435782448	0.996549291454344	100019	Mdn1
100034361	105.8	106.6	-0.0192212457649935	2.50279602648568	0.0459484723900763	0.832093621492186	0.972102104262572	100034361	Mfap1b
100034726	724	745.4	-0.0457681306115533	5.54226764324425	1.08387857509197	0.308282069272578	0.782690401171664	NA	NA
100036521	1859.8	1815.8	0.0324257945762798	5.08040393141074	0.629043555480301	0.435534444320499	0.855239656776086	100036521	Umad1
100036768	69.4	73.2	-0.0563307071123545	1.12394280086192	0.168353494611859	0.685245873439594	0.931929599462132	NA	NA
100037258	3193.2	3160.6	0.00991701450769207	6.04434394459422	0.0694088045775281	0.794464802702815	0.962789826298858	100037258	Dnajc3
100037262	47.2	48.8	-0.06216706953942	0.968892878189739	0.205951842054024	0.654066108288672	0.924998617691423	NA	NA
100037278	75.8	79.6	-0.0799963716547933	1.2650653113888	0.390527863259457	0.537962002201177	0.888976950919759	100037278	Fam129c
100037282	115.4	129	-0.165104230119416	2.47494320961905	2.94227329702123	0.0992689969208146	0.631287256341795	100037282	Rsph3b
100037283	385.8	354.2	0.124298695756978	0.659009351769874	0.38567815064414	0.540707652656292	0.889050525853263	100037283	Rnaset2a
100037396	433.2	436	-0.0134681315445675	3.50257896857367	0.043908362074885	0.835805724799645	0.972634557130118	NA	NA
100038347	2489.8	2534.6	-0.0295966665151005	5.18107653611592	0.257728698921491	0.617276061604376	0.914337794059198	100038347	Fam174b
100038356	282	266	0.0596767388151864	2.33761695150377	0.295932799893835	0.591498727556879	0.90624577147627	NA	NA
100038392	74.2	68.6	0.095404646815101	0.662908276783343	0.505280520446152	0.506422433091683	0.881424423561001	NA	NA
100038411	95.6	104	-0.085990089799147	0.50587980934202	0.164494848164734	0.688849548142017	0.932559380104619	NA	NA
100038416	66.4	65.2	0.0597042250892168	0.657659593271319	0.162044474715934	0.708744219060898	0.940914604345282	NA	NA
100038453	59.6	71.2	-0.27500289876408	0.65164298847294	2.74068139572149	0.110938134962041	0.643214005237454	NA	NA
100038486	34.4	30	0.20643544022175	1.86218808505193	2.92828424274686	0.100031099350356	0.632678395912714	NA	NA
100038526	150.4	158.2	-0.0770838348686285	2.81305004992971	1.07178920196352	0.310936482510581	0.784578222965482	NA	NA
100038538	30	31.4	-0.0808039447437064	1.56671865218177	0.643959783514104	0.430213370366579	0.851939177322719	100038538	Gm10767
100038570	71	77.4	-0.127353131892249	1.00578019080468	0.58877595778343	0.45043092053394	0.858031044200834	100038570	Prcd
100038575	72	79.4	-0.137761766020363	2.68092101294731	1.92009335421849	0.179189884213231	0.699971106536181	NA	NA
100038577	62	63	0.0139449475855762	0.837691179671217	0.0064677310928369	0.936573240318179	0.991137221615804	NA	NA
100038591	109	125	-0.194442137462979	1.15664544041677	2.55458788244276	0.12315429327409	0.656863794969746	NA	NA
100038605	50.8	51.8	-0.0317103985340379	2.20573567103685	0.107618602468308	0.7457375043046	0.951585219381033	NA	NA
100038614	6	6	0.0490474658613954	1.19046832971672	0.192792812030265	0.677752510413258	0.930400793916692	NA	NA
100038647	10.8	9.8	0.13037102413362	1.03795483477802	0.889504997908504	0.355078210936007	0.813688019527318	NA	NA
100038688	136.4	133.6	0.0289838984792149	0.210012410309381	0.0361983801836711	0.850718275135157	0.974877096127348	NA	NA
100038712	175.2	174.6	0.00178851952988449	2.38655589950768	0.000586422475956099	0.999543348099848	0.999829658126786	NA	NA
100038713	26	29.6	-0.212297045175487	0.662988797522561	1.68681397777128	0.206452230285506	0.717147899177112	NA	NA
100038725	113.6	108	0.0811695483322602	2.81968943195226	1.38148813444571	0.251461098045226	0.751420035382613	100038725	Cep85l
100038739	60.2	58	0.0461093016885532	1.65449770946798	0.17550268020128	0.679019965502116	0.930400793916692	NA	NA
100038746	1111.6	1140.4	-0.0398354947152965	3.78131017087915	0.559937526851928	0.46160915880841	0.861317994149468	NA	NA
100038882	82.8	106.6	-0.393388749096407	0.814574284468741	9.1823866294761	0.005804652449086	0.231769189224003	100038882	Isg15
100038999	19.4	20.4	-0.0610522385196185	0.949090808994511	0.145262608560979	0.706482066208805	0.939938492726626	NA	NA
100039017	289	302.8	-0.0673219202766891	2.13457334614725	0.616116551481887	0.44023021143813	0.856190043816545	NA	NA
100039027	8	8.2	-0.0131561833931844	0.855044512207417	0.0102016780882485	0.955754948997938	0.994079629146734	NA	NA
100039060	37.6	41.8	-0.140598597553938	1.22468725727298	1.63165732466786	0.223080072215566	0.730026975833894	100039060	Gm2026
100039062	2344.4	1985.8	0.268082726086756	1.07535548513995	3.43710190550769	0.0761697002392453	0.571259292415489	NA	NA
100039138	134.4	145.6	-0.139325952206291	0.725506383412085	0.885961422301744	0.356021069597305	0.813890024507408	NA	NA
100039239	22.2	23	-0.0347333886146245	2.11827421042463	0.127177635678518	0.724515629311042	0.944418420194554	NA	NA
100039252	1017.8	1024.8	-0.00398599933889428	3.31203939250943	0.00531700520388267	0.942480275844924	0.992133251965968	NA	NA
100039257	742	795.2	-0.0992756328814488	0.415177673708223	0.268248504595964	0.609285695125998	0.911209685901657	100039257	Tmem254b
100039304	16.6	18.4	-0.0643668895266894	1.99509984509144	0.122540149130285	0.730989048220982	0.946663892391907	NA	NA
100039307	326.4	302.8	0.143891773032573	0.473578683264586	0.948020275129211	0.340006770484221	0.802605792054225	NA	NA
100039419	1036.4	1060.4	-0.0306064954792327	5.27007759678654	0.422441480029314	0.521939733236615	0.884262982490315	NA	NA
100039422	839.2	774.2	0.108895114627851	3.71863668705889	2.99231115169302	0.0965975723600598	0.622525059155548	NA	NA
100039495	14.6	13.4	0.170231267357478	1.35345464298956	1.27848391561707	0.269435863040914	0.766220774894469	NA	NA
100039503	302.4	305.2	-0.0263739244593728	2.28161787455386	0.10627033214119	0.747277115036979	0.951717526087713	NA	NA
100039571	17	16.2	0.0409361326613233	0.998769604324054	0.0860666934760555	0.771778767657776	0.958489343307764	NA	NA
100039636	9390.2	8992.6	0.0653794729329702	7.15126310274847	3.19882194815881	0.0864177775465023	0.598160423098809	NA	NA
100039684	299.8	278.2	0.106189772536633	0.822577330660933	0.335321955193176	0.568169327617237	0.899350182296234	NA	NA
100039707	168	196.2	-0.201942611758444	1.46058106283761	2.796551535212	0.107551233297288	0.640920478178197	100039707	Mthfsl
100039768	532.2	510.6	0.0696615288406245	4.62895104654058	1.64034932153025	0.212606011650037	0.720625978529647	NA	NA
100039786	2432.2	2438.6	-0.00321839635454558	4.80373597232364	0.00532862039080077	0.942417599227514	0.992133251965968	NA	NA
100039795	9197.6	8598.2	0.0960099546342726	7.54879632203966	9.63314277809162	0.00487082082143948	0.214426909697508	100039795	Ildr2
100039826	49	35.4	0.473745897142344	3.38118184503965	29.6149398379384	1.93647402531538e-05	0.0114478351509406	NA	NA
100039863	24.8	22	0.174250967796482	0.556613825134338	0.904995243782497	0.350998030541646	0.811595960947141	100039863	Gm13306
100039864	342.2	361.6	-0.0861546427226534	3.25732767509503	1.48828597413194	0.234421924755014	0.740943472645739	NA	NA
100039968	124.2	115	0.1149450535198	1.39303529063428	1.03055908104171	0.320226834139362	0.790791903185702	100039968	Tmem35b
100039988	59	56.2	0.0612721468100018	2.65195996873041	0.279174770413163	0.60305425181029	0.90873075921498	NA	NA
100040052	245.2	230.4	0.072956726208439	2.49937494409839	0.63127706671078	0.434731123896459	0.854449209543538	100040052	Wdr83os
100040123	254	260.2	-0.0357464825282224	2.57251617358068	0.186472177298987	0.669752146543636	0.928950918927331	NA	NA
100040220	1334.6	1320.8	0.0154464972627819	5.04601133217544	0.12764499656917	0.724031845700149	0.944320635616494	NA	NA
100040244	5.6	6.4	-0.199446088136334	1.2785784972582	2.6064624287777	0.119597040638675	0.651293240497922	NA	NA
100040260	49.4	45.8	0.11911498822894	0.853545658942896	0.817793221677853	0.37488037514316	0.825913946486749	NA	NA
100040293	76.4	96.6	-0.38045455373704	-0.14644048768476	4.4426199643162	0.045764000104618	0.490793058314603	NA	NA
100040294	22.8	22.4	0.0503137123980061	0.880158031038542	0.0586879787510021	0.811036247603545	0.966536728299505	NA	NA
100040297	9284.6	9589.2	-0.0447544368076839	5.49924384775571	0.691499636353166	0.41542403453285	0.844234304907242	NA	NA
100040298	667.4	651.8	0.0287810293161898	5.00773944747239	0.390208524640885	0.538126916654614	0.888976950919759	NA	NA
100040322	12.4	9.4	0.371819546785431	1.26202564510206	6.91837148971648	0.0147132219879045	0.33038723785025	NA	NA
100040377	109	99	0.163215279068328	1.28198209383842	1.58505392488836	0.220231011148296	0.727368158568213	NA	NA
100040500	16.2	15	0.0436631220939338	2.21658368032652	0.20356233787034	0.655940730624554	0.925215847000344	NA	NA
100040505	317.4	305.8	0.0434495594584802	2.34578463319025	0.293002289831028	0.593329194430708	0.906508451056346	NA	NA
100040525	70	85	-0.29886485680873	3.19282236456882	4.17404657063814	0.0607666470465175	0.537395745781374	NA	NA
100040529	180.8	168.6	0.119192216362333	1.27883869472861	0.787525108846768	0.38372112858686	0.830160932883472	NA	NA
100040543	2156	2290	-0.0895982655709484	4.59820812498145	1.89391590651627	0.183474400785816	0.703618728829447	NA	NA
100040591	523.2	447.2	0.213117985467524	0.41051060997508	1.62993541416895	0.21401648540465	0.721549567361416	100040591	Kcnj13
100040608	65	58	0.192207835673837	1.09110170948095	1.58966126804655	0.219582723234807	0.727368158568213	100040608	Fancf
100040724	294.2	305.8	-0.0566623253844373	4.56901809348168	1.39546787274093	0.249142414791059	0.749491661902933	NA	NA
100040792	48.4	45.6	0.0496186634956918	0.0820513267622633	0.102094936031123	0.752115009710795	0.952873256601934	NA	NA
100040852	11.6	11	0.122738572491622	0.103103640299312	0.511957338950957	0.481247034686566	0.871990795860151	NA	NA
100040961	100.4	99	0.0077542926080753	3.02020162390979	0.00596661187435918	0.939155808739989	0.992002196691596	NA	NA
100040972	66.8	60.4	0.161468126268312	0.358971077556386	0.874777294348517	0.359020411878329	0.814643804284046	100040972	Tceal7
100040999	281.4	260.4	0.135684151309822	0.28333635120822	0.763279773223322	0.391025661458272	0.832633410461068	NA	NA
100041098	1162.6	1179.8	-0.016652285268951	4.37315650734701	0.0996659741070433	0.754979863901655	0.953637940473173	NA	NA
100041106	145	146.2	0.0020250772379832	2.89880479377038	0.000495371052535102	0.982428778838784	0.998022500107707	NA	NA
100041120	10	9.2	0.118631864332402	1.30411600827143	1.06204072263128	0.313099577158693	0.786650201787637	NA	NA
100041194	121.2	110.2	0.184907238005456	1.20854140418633	1.71295574802054	0.20308733102512	0.715616543074798	NA	NA
100041231	63.6	61.6	0.0570888355019194	1.54628913707292	0.2217898758986	0.64196315422714	0.92135194431527	NA	NA
100041244	120.6	104.6	0.208110277247923	1.71418696508618	3.79357761409521	0.0633271867815663	0.540829354129466	NA	NA
100041286	67.6	68.4	-0.0610934916958423	0.424302340883185	0.129965477045383	0.721644557425016	0.943931737185555	NA	NA
100041294	408.4	387.6	0.0737843372490834	3.52714649400415	1.09135102281473	0.306656719287525	0.78255936097844	100041294	Supt4a
100041480	1101.2	1111.2	-0.0115696785596569	4.52689453079408	0.0508471683453398	0.823518778559308	0.970496569530879	NA	NA
100041574	58.6	60.6	-0.0257855662784715	0.878426426309397	0.032561283776125	0.858327484625314	0.975316308282292	100041574	Ermard
100041576	2.8	3	-0.124401004931379	0.112899922434248	0.320613239910421	0.576534827035343	0.901087532483502	NA	NA
100041581	45	44.6	0.0041088527950575	3.74982779442652	0.00256210271531385	0.96009317207265	0.99461610683883	100041581	Zkscan16
100041585	703.8	672	0.0655869385566886	1.91324850749488	0.355104733595742	0.556857268760534	0.89740383127046	100041585	Amd2
100041621	1.4	1.6	-0.230331267585759	0.338850208839744	1.38988030371446	0.250065857583191	0.750664985567487	100041621	Ermard
100041649	1334	1377.8	-0.0488190156981032	5.68468708592352	1.26459767722726	0.271985575430227	0.76782802876338	NA	NA
100041677	203.2	205.2	0.00248409626426146	1.06926843308892	0.000209543969963664	0.98857726265737	0.999211845560621	100041677	Zfp984
100041781	493.4	538.2	-0.107833972935366	2.39790876334608	1.07757821334694	0.309661559685314	0.783449708330392	NA	NA
100041797	16.2	14.2	0.195481574068147	1.69100270633465	2.56492236969649	0.122435802689679	0.656863794969746	NA	NA
100041925	2393.2	2431	-0.0245206232211256	6.05760841008925	0.408785309060006	0.528687054838427	0.886810106839343	NA	NA
100041948	692	801.6	-0.234697322956427	3.71315153540282	9.82366379396826	0.00466912658402805	0.212225017753275	NA	NA
100041953	1512	1535.2	-0.0189779699122109	4.66979823160665	0.184949911094361	0.67101854529733	0.92977179650667	100041953	Sap18b
100041965	3311.2	3272.6	0.0204366051325863	6.37589952435083	0.314909391444658	0.579923698083649	0.90284564521362	NA	NA
100042008	9344.6	9127.2	0.0350832404391844	6.69864940062202	1.12469104057151	0.299544175407417	0.779738056624741	NA	NA
100042023	7	7.4	-0.0777202396497764	0.391630651724061	0.213860016657157	0.64795451189961	0.922690700922995	NA	NA
100042049	15739.4	15499.4	0.0240327674957237	4.13810525321058	0.0958068495480314	0.760185185539893	0.956035558321901	NA	NA
100042056	49.6	46.6	0.0657893465593137	1.97620110154168	0.602818497877743	0.445145081134449	0.856190043816545	NA	NA
100042069	2159.2	2209.2	-0.0327977724917477	4.96112230522535	0.44612371394293	0.510600883110979	0.882735268503267	NA	NA
100042100	63.6	75.8	-0.256851756009925	0.510166019427819	2.07788421997675	0.162463603926013	0.690988969289227	NA	NA
100042125	152.4	144.4	0.0769229805621949	0.379923489213622	0.310259248426501	0.609431629842934	0.911209685901657	NA	NA
100042132	187.6	164.6	0.229056257581689	2.84937644831762	4.23927269858186	0.0511401062600854	0.501173113351585	NA	NA
100042143	403	366.6	0.147137129945721	2.28964384802699	2.11590815488897	0.158825108276665	0.687909692784322	NA	NA
100042149	704.2	695.8	0.0475638183803055	0.998456417960605	0.114291837115579	0.738270901045774	0.949705187159888	100042149	Gm3696
100042150	101	106.6	-0.0785406991111701	2.96814580724904	1.15944729044265	0.292363510677103	0.777026734349134	100042150	Nrg2
100042165	8.8	10	-0.192135368956437	1.38099796030311	1.82195200954559	0.18976781285593	0.707925020802184	100042165	BC005561
100042173	299.2	281.2	0.0922600726493526	1.80545349142893	0.815303299899442	0.375596338782669	0.825931943039387	NA	NA
100042178	914.2	890.8	0.0357404776778428	3.61612471619895	0.230555693638975	0.635586150921328	0.919595818360047	NA	NA
100042194	150	144.4	0.0666583641622833	2.35186836655488	0.498167932292353	0.487151215688583	0.87393368146491	NA	NA
100042277	1895.6	1893.8	-5.65357695651989e-05	6.09768555539654	2.09940126467027e-06	0.998855985160815	0.999795917748005	NA	NA
100042332	115.6	119.2	-0.0334689647348925	1.32478872610086	0.0575207712027125	0.812509791951206	0.967381921982104	NA	NA
100042335	373.4	390.8	-0.0741704825757815	2.56829973164806	1.0015431024267	0.326994358060429	0.794831949497734	NA	NA
100042355	106.2	103.2	0.0392983697283208	2.59077061159218	0.15704037146727	0.695423198139399	0.935384971701737	100042355	Ube2l3
100042424	503	484.8	0.0531111760417487	4.57562483446739	0.963881660596818	0.336076555640967	0.801462847976532	100042424	Pdcd5
100042450	78.4	77.2	0.0160173301033947	2.52914645094996	0.0320950026579443	0.859334195505385	0.975316308282292	100042450	Smim17
100042464	3736	3768.8	-0.0186853612891578	5.21647047759703	0.101702218950651	0.753126278612768	0.952873256601934	NA	NA
100042480	2605.4	2763.2	-0.0876951367144388	6.25158566980907	3.38102091816085	0.0809521597450605	0.581565878054761	100042480	Nhsl2
100042498	822.8	850.4	-0.046428843422379	4.16943712202065	0.567235133447997	0.458738215851708	0.860607990619624	NA	NA
100042503	469	462.8	0.0117368580480598	2.56338326980895	0.0198452645019369	0.889154459102173	0.980948196611595	100042503	Ndufb4
100042533	211.8	198.4	0.10375637620324	2.26976400502694	1.12992049023946	0.2984487714262	0.779738056624741	NA	NA
100042561	1918.2	1996.4	-0.0568791441526734	3.66472957369046	0.810250290744555	0.37705544351015	0.826742019085169	NA	NA
100042625	339.2	335.8	0.0157854762605219	5.31251130907934	0.0899375531058455	0.767093258187612	0.957889067286717	NA	NA
100042648	5	4.4	0.103538653894053	1.44223849666815	0.829648791763923	0.371498446101223	0.824461471145408	NA	NA
100042715	18	21.8	-0.277921011831765	1.18209267137428	3.95728178081527	0.0582689677190001	0.526862393192619	NA	NA
100042773	618.6	611.4	0.0222030191621325	4.5186868094914	0.177050414990187	0.677691908463464	0.930400793916692	NA	NA
100042784	214.8	198.4	0.121931636654044	1.61754759550396	1.4601300418324	0.238767169190801	0.743578718281576	100042784	Prdm11
100042807	424.2	440	-0.0694152749916942	3.56513321040093	1.27327570329012	0.270388484245363	0.766485247298875	100042807	Eif3j2
100042880	485.2	482.8	0.00360221036922551	5.14337240265917	0.00645118467708622	0.936654242878957	0.991137221615804	NA	NA
100042918	799.8	890.6	-0.156525341819022	3.3322469550034	6.78776930657815	0.0155675244940386	0.339353650173287	NA	NA
100042948	71.6	70.8	0.0374848327178563	0.378733918943496	0.0469924668875684	0.830227385352808	0.971774303126992	NA	NA
100042959	2192	2109.6	0.0626812699425446	3.43772056326996	0.97649154095449	0.332997073592951	0.799797634970884	NA	NA
100043002	121	120	0.00173959650816317	2.82276272470533	0.000315927672390266	0.985972801623185	0.998517152694987	NA	NA
100043040	105.4	101.8	0.0628102514321587	1.73803472135515	0.398591175902532	0.533828898739189	0.888809127398596	NA	NA
100043072	371.4	374.8	-0.024289869909521	3.25554760300766	0.164845473861851	0.688357749369814	0.932559380104619	NA	NA
100043074	10	11	-0.124967455449484	0.20538993903442	0.4115074673937	0.527329403951053	0.886379741109577	NA	NA
100043133	91	89.8	0.0303986575096118	1.40288057768756	0.0756287909138608	0.785681860156853	0.961780205793795	100043133	9130023H24Rik
100043172	669	650.4	0.0410584556829832	5.9706558731405	1.14924899826669	0.294446374671308	0.777623155866327	NA	NA
100043184	109.4	132.4	-0.305976469965845	1.15926720961783	3.26350341761957	0.0843391627497046	0.589765737440112	NA	NA
100043189	70.6	69.8	0.0273116290060761	1.31572052784021	0.0557632114256925	0.829587257531055	0.971774303126992	NA	NA
100043213	118.2	108.2	0.131084267320681	1.87259929850453	1.30615217203998	0.264447948162496	0.763258341593714	NA	NA
100043257	251.4	304.2	-0.284970405240779	4.35564174255858	13.1265244177507	0.00168415160134454	0.136756894639517	NA	NA
100043272	2963.8	3007.8	-0.0258856848945559	5.01947532087403	0.390491849520546	0.537980595872689	0.888976950919759	100043272	Inafm2
100043324	2974.4	3009.8	-0.0158068909870902	4.21804753396504	0.0723173459870156	0.790307290160713	0.962143837501249	NA	NA
100043364	1	0.2	0.224922028982649	1.10456217682939	2.00353039234244	0.169946181126898	0.693548261052968	NA	NA
100043387	122	133.6	-0.134436509972047	0.438398954699736	0.698600650551056	0.411558989351808	0.842730485737203	100043387	Gm14305
100043407	57.6	59.8	-0.033953322115127	1.22809415265803	0.055412681216523	0.815910782826094	0.967948826737243	NA	NA
100043462	159	150.8	0.0890238836256425	2.91661447205809	0.956960713479386	0.337838796884712	0.801972259865045	NA	NA
100043468	419.6	421.2	-0.00743198704446469	4.05536233229874	0.0209449364253117	0.886146432464691	0.980132787829132	100043468	Zfp955b
100043489	48	53	-0.135638719040401	2.35436695608572	1.91374147409976	0.179375465518889	0.699971106536181	NA	NA
100043508	1428.6	1464.8	-0.0360470701003937	5.50428793005021	1.00416613851637	0.326374520871396	0.794311723299403	NA	NA
100043571	133.6	123.8	0.116155223594886	1.07782221802779	0.935891266470327	0.375772680371542	0.825945608590369	NA	NA
100043580	59.8	63.6	-0.0818807988705522	0.6056189731004	0.347813621531406	0.588508810342376	0.90454129569212	NA	NA
100043597	6303.2	6385.8	-0.0170022842563488	7.49887805551978	0.299122456383141	0.589519781182099	0.90489401852502	100043597	Srcap
100043600	974.2	890.2	0.150491784857201	0.699798313286157	0.628785628252837	0.435627362754912	0.855278171863555	NA	NA
100043670	92.8	95.8	-0.110807831449103	0.203261283644118	0.414513417302968	0.525837611043791	0.885627689352944	NA	NA
100043674	699.4	702.6	-0.00794240916815467	3.03609283643446	0.0113115364459834	0.916190633735155	0.986488335817039	100043674	Rbx1
100043718	1098.6	1111.4	-0.0207733779844593	4.46010973644418	0.106969578296975	0.746710121014471	0.951585219381033	NA	NA
100043757	1938.6	2155.8	-0.15728051341892	5.50698477118507	18.0099749882265	0.000287835856480885	0.0506618693738523	100043757	Zfp831
100043764	9.2	9.6	-0.0196105828621539	0.562219906542027	0.0206690459810238	0.886893367373545	0.980132787829132	NA	NA
100043766	9.2	8	0.14321415495854	0.12917604019136	0.842724747836978	0.367819450105141	0.820857974454201	NA	NA
100043771	1877.2	1851	0.0187644115422939	3.75203955736143	0.113430378952818	0.739220850208027	0.950088757683338	100043771	Josd1
100043772	563.8	652	-0.210238034803389	2.60455887280367	7.99704439064679	0.00934433101463178	0.280492651598683	100043772	Zfp850
100043813	6522	6522	-0.00216876080648724	5.65360188832983	0.00132497085283785	0.971370738364544	0.995782153867963	100043813	Rps27rt
100043823	246.6	250.2	-0.023629134227145	1.4886996747203	0.0393567562327989	0.844426726724963	0.974207544708769	NA	NA
100043882	188.2	183.8	0.042373177337345	2.54859174131357	0.18944093418862	0.66730001739391	0.92860973111994	NA	NA
100043911	318.8	337	-0.0806081654869628	3.13352583384461	1.22912768854382	0.27864365571083	0.770932529448524	NA	NA
100043915	61	66.4	-0.12422667801737	1.70374037230723	1.26068949917995	0.27270886721199	0.768163032760427	100043915	Gm4631
100044509	21.6	23.8	-0.142231203937515	2.08041847601753	2.40629536093869	0.13403191579282	0.66847707165279	100044509	Tgfbr3l
100045469	172.6	165.6	0.0574371699726709	2.46117153623761	0.463297768109722	0.502648963117485	0.880661253491568	NA	NA
100045653	5.6	5.6	-0.01055759300477	0.123078198964971	0.00231066552256924	0.962061654066528	0.994753171495514	NA	NA
100045778	24.2	25.4	-0.0885486752424304	0.199301925219353	0.228103468177671	0.637286391632963	0.920206546830182	100045778	Rnf223
100046763	17	14.6	0.269726088979526	1.25388851305629	2.84513071387311	0.105135562397311	0.63813138608382	NA	NA
100048534	39.6	40.4	-0.0365523052823692	0.269857178014175	0.0609715306266478	0.815241640143365	0.967673613292994	100048534	Cfap43
100048895	64.6	63.6	0.0585764795454224	0.488149941152678	0.144396231368676	0.707315676515714	0.940396462588802	NA	NA
100049164	64.2	60.6	0.118627030979743	1.65115895810894	1.03519298529221	0.319163912357662	0.790089233304609	NA	NA
100072	10895.4	11432	-0.0690568750932631	8.1768606793651	6.7220802320842	0.0160178248597945	0.344014324700548	100072	Camta1
100073351	11.4	10.4	0.10683772778732	0.743764443256514	0.418167845133427	0.524034335280478	0.884445619120041	100073351	Yy2
100087	299.4	304.2	-0.0239799503516128	3.20605288086811	0.119180368954749	0.732954626893279	0.947254718943844	100087	Kti12
100088	509.4	481.2	0.08166521483592	3.60494048842504	2.25464577857056	0.146352834963705	0.674208777996017	100088	Rcc1
100090	287	289	-0.00388495766502952	3.43202841453855	0.00231055794994359	0.962078258503133	0.994753171495514	100090	Zbtb48
100101806	1609.8	1628	-0.0199412124474834	5.68246603052441	0.198523442328044	0.659997592228449	0.925670715588502	100101806	Srp54b
100101807	46.6	48.2	-0.0714754515046224	1.61070541469613	0.353676305787249	0.557645905688607	0.89781047874176	100101807	1700047I17Rik2
100101919	276.6	293.4	-0.094641156327864	2.93200345535815	1.36288948974779	0.254589142025372	0.754376897081867	100101919	Dnah7c
100102	292.4	260.4	0.209672236887283	2.30536956306497	3.57193720343187	0.0709911694263377	0.564723185041407	100102	Pcsk9
100113398	163	160.4	-0.0177908452614123	0.270134718022519	0.0137158389597781	0.90775093271449	0.985222544468738	100113398	Adat3
100121	1085.6	1071.2	0.0210116723977774	5.24612709438291	0.393498705903544	0.536432294121462	0.888976950919759	100121	Tdrd7
100124467	73.8	64.2	0.184293506106789	0.522382639712523	1.63545475864222	0.213267486725435	0.721261611612337	NA	NA
100125263	330	308.8	0.100653566094765	3.97021099846841	2.68880362079744	0.11419499708791	0.648169077616956	NA	NA
100126034	2.6	2	0.124671674463718	0.451184873876104	0.526793493410227	0.475028348755233	0.868163756774	NA	NA
100126243	367.4	402	-0.118129612578624	2.55492031955782	2.45803697330516	0.131988142999582	0.664832897077578	NA	NA
100129	249	277.2	-0.160369297978901	4.78621516063019	8.57732600077234	0.00739133727812699	0.252676438146587	100129	Gpr153
100141474	130.6	125.4	0.048071864890234	1.66120517654179	0.181842031495802	0.673623446227269	0.929970508725711	100141474	4933428G20Rik
100163	651	650.4	-0.0154842526306429	3.38441638306063	0.0223408071639863	0.882826296242218	0.979328515418308	100163	Pafah2
100169	771.4	755.8	0.0255182508555635	3.57167124852629	0.0944408271785516	0.761668578286707	0.95634458233879	100169	Phactr4
100177	954.4	924.8	0.0453036522335862	5.09650833333041	1.25365217606904	0.274017647375316	0.768677511553389	100177	Zmym6
100182	201.6	225	-0.161839418024436	2.46961292920629	4.11295086533038	0.0538799972895131	0.508669019231674	100182	Akna
100198	627.6	576.8	0.129059054050529	3.53030508810441	3.10329375206697	0.0909638808022912	0.609829282521483	100198	H6pd
100201	2085	2070	0.0103250016653084	6.06044710210338	0.0769923874475865	0.783808964558941	0.961631341143448	100201	Tmem64
100206	576.8	568.4	0.0217311534610601	4.08079494118777	0.200762788427549	0.658154060669698	0.925670715588502	100206	Adprhl2
100210	262.6	261.8	0.00246779945733979	2.77501836097553	0.00129676505613692	0.971573921828193	0.995782153867963	100210	Gpn2
100213	5195	5200.8	-6.29638071295765e-05	7.27300759042996	4.67536869062455e-06	0.998292771436196	0.999606769542001	100213	Rusc2
100216343	7.2	5.4	0.388475046788205	0.315549285255422	5.13311566777508	0.0328483263364406	0.458192007750383	NA	NA
100216534	158.8	158.8	-0.0150459606200204	0.962791631480287	0.00875792103861044	0.926227416579798	0.988526473178129	NA	NA
