	WTSD5	WTHC5	logFC	logCPM	F	PValue	FDR	check	gene
100008567	199.6	216	-0.104190106365172	1.32193412474597	0.709079654383901	0.408123433892644	0.541107454749195	NA	NA
100009600	70.2	37.6	0.907888669758226	0.0367429404802465	15.1936366210752	0.000724181463773763	0.00352434979036565	100009600	Zglp1
100017	18.4	19	-0.035474519772099	1.45644395990686	0.0845601396285907	0.77372666420086	0.848902778530381	100017	Ldlrap1
100019	423.8	369.8	0.19842955209171	6.20352060595856	14.3986763210039	0.00112860514371915	0.00503017537690924	100019	Mdn1
100034361	106.6	102	0.0505084978497051	2.50279602648568	0.288122207314781	0.59640402296812	0.708419222151389	100034361	Mfap1b
100034726	745.4	746.2	-0.00232834403863185	5.54226764324425	0.00244440028056116	0.960980119939348	0.975617753526456	NA	NA
100036521	1815.8	1922	-0.0820763601169775	5.08040393141074	3.51483505546994	0.0731335058976428	0.143526844549941	100036521	Umad1
100036768	73.2	89.8	-0.279537610563743	1.12394280086192	4.25027133360086	0.0503167883276235	0.107490224429127	NA	NA
100037258	3160.6	2086.4	0.600751928684825	6.04434394459423	208.171853644885	2.85678489611095e-13	1.2512717844966e-10	100037258	Dnajc3
100037262	48.8	44.2	0.129849978078181	0.968892878189742	0.794916079087649	0.381534402713249	0.514863061975288	NA	NA
100037278	79.6	45.6	0.808241780920706	1.26506531138881	33.1490519350548	6.37586541792279e-06	7.37557084739891e-05	100037278	Fam129c
100037282	129	136.8	-0.0870347565698991	2.47494320961905	0.796758431649678	0.380992165361615	0.514275378981769	100037282	Rsph3b
100037283	354.2	471.4	-0.450012310255847	0.659009351769874	4.91324362640797	0.0368555167805684	0.0838780726730178	100037283	Rnaset2a
100037396	436	388.8	0.172869367348194	3.50257896857367	6.34217525558036	0.0189221609082973	0.0489355723328913	NA	NA
100038347	2534.6	2242.6	0.182346461568336	5.18107653611592	8.38380231565867	0.00898660121908135	0.0270709357760808	100038347	Fam174b
100038356	266	415.6	-0.618902984722248	2.33761695150376	31.2244104696796	9.70927164715976e-06	0.000103038041400916	NA	NA
100038392	68.6	66	0.0705960576807756	0.662908276783346	0.239490165961661	0.629050147372367	0.735324773968475	NA	NA
100038411	104	111	-0.154851209573909	0.505879809342018	0.551228703710468	0.46543137463934	0.594708724278379	NA	NA
100038416	65.2	96	-0.590701291503119	0.657659593271316	17.1506657358935	0.00037300480382914	0.00206805195034384	NA	NA
100038453	71.2	86.2	-0.256289421254912	0.65164298847294	2.52456788422532	0.125269695844692	0.219259891467567	NA	NA
100038486	30	39.2	-0.369409886390374	1.86218808505193	9.1236172766306	0.00594023523513509	0.019233906829893	NA	NA
100038526	158.2	163.4	-0.0403182080828876	2.81305004992971	0.272128170772578	0.606723989099608	0.717289480487575	NA	NA
100038538	31.4	29.8	0.0839407603445964	1.56671865218177	0.637358347966389	0.432555653277965	0.564784048101148	100038538	Gm10767
100038570	77.4	89	-0.186817061924442	1.00578019080468	1.30652245278785	0.264382015249353	0.389936494736137	100038570	Prcd
100038575	79.4	70.6	0.160177815602858	2.68092101294731	2.34105111927743	0.139697423630491	0.239438700480863	NA	NA
100038577	63	99.4	-0.699703494528807	0.837691179671217	18.0447146206047	0.00028487059418027	0.00164700782731265	NA	NA
100038591	125	111.4	0.174457368842138	1.15664544041677	1.94727433280191	0.175753045858093	0.28447195126908	NA	NA
100038605	51.8	67	-0.348639925529613	2.20573567103685	12.6140197027538	0.00163439500076198	0.00678252809101743	NA	NA
100038614	6	7.2	-0.236911442823083	1.19046832971672	4.28026362938417	0.049574420810517	0.106202560900432	NA	NA
100038647	9.8	6	0.666359117459751	1.03795483477802	18.010170230942	0.000287819097657371	0.00166007072527519	NA	NA
100038688	133.6	105.6	0.350870086971889	0.210012410309383	4.62362731563713	0.0418992954576211	0.0928759821280744	NA	NA
100038712	174.6	159.6	0.127449319898678	2.38655589950768	2.64066652898692	0.117317472366368	0.207679944345804	NA	NA
100038713	29.6	28	0.0724808052241954	0.662988797522561	0.194213808324908	0.663405451937519	0.763931039061895	NA	NA
100038725	108	129.2	-0.255679737680941	2.81968943195226	12.2100641820227	0.0018831011080734	0.00759228547171349	100038725	Cep85l
100038739	58	61.8	-0.0938014456061077	1.65449770946798	0.676012894194731	0.419116270033218	0.552275190724782	NA	NA
100038746	1140.4	1250.4	-0.131623121947809	3.78131017087915	5.50621745793233	0.0276052653520626	0.0665232586526697	NA	NA
100038882	106.6	75.4	0.507699715264163	0.814574284468741	14.1869251256817	0.000957458298227052	0.00441016642529439	100038882	Isg15
100038999	20.4	23.8	-0.252387056343958	0.949090808994511	2.65019030707578	0.116691843343703	0.206819085624974	NA	NA
100039017	302.8	330.8	-0.131504019799859	2.13457334614725	2.14276051479737	0.156314588599617	0.260891842623252	NA	NA
