	WTSD5	WTHC5	WTSD5	WTHC5	logFC	logCPM	F	PValue	FDR	check	gene
100008567	225.2	243.8	225.2	243.8	-0.104079209242456	1.32193505358357	0.712861782133562	0.406864633790696	0.538487447743862	100008567	Gm14964
100009600	58.2	30.8	58.2	30.8	0.899019716518122	0.0366906674856687	15.0469609209965	0.000756623413902065	0.00360099928368141	100009600	Zglp1
100017	19.6	20	19.6	20	-0.034375639617493	1.45647654350106	0.0806500981054278	0.778863258581704	0.851822755715796	100017	Ldlrap1
100019	344	299.8	344	299.8	0.201439706768884	6.20347312138611	16.5822310725037	0.000539977162296215	0.00272725935779872	100019	Mdn1
100034361	104.2	100	104.2	100	0.050441252624671	2.50276048245747	0.293840160544434	0.592786894362951	0.703947517205304	100034361	Mfap1b
100034726	784.4	785	784.4	785	-0.0029740001360361	5.54226255938241	0.00404472578072437	0.949818935029012	0.969529735023638	100034726	Gm15772
100036521	1816	1921	1816	1921	-0.0818002369364122	5.08041589615636	3.5733018470252	0.0708972046247979	0.139326743119895	100036521	Umad1
100036768	83.8	103.4	83.8	103.4	-0.279777789677376	1.12397179507295	4.34918918191232	0.0478752613259067	0.10277573551235	100036768	Gm11696
100037258	3169.4	2091.6	3169.4	2091.6	0.601234445161733	6.04422374491189	212.737994810266	2.12930093443824e-13	9.72666664552387e-11	100037258	Dnajc3
100037262	42.6	38.8	42.6	38.8	0.130019925244678	0.968826842844256	0.813156968243187	0.376183400119964	0.508164006105978	100037262	Gm12359
100037278	90.4	52	90.4	52	0.806756498788143	1.2649804747223	33.6007345989075	5.71154418997548e-06	6.59382266149405e-05	100037278	Fam129c
100037282	157.2	167.2	157.2	167.2	-0.0889705486556842	2.47496466757874	0.844345198313698	0.367334853458317	0.499478642698637	100037282	Rsph3b
100037283	260.8	346.6	260.8	346.6	-0.444175572084582	0.659040560522909	4.83425995717215	0.0382656993142883	0.0860844230177002	100037283	Rnaset2a
100037396	416.2	371.6	416.2	371.6	0.171712988772091	3.50256451176119	6.35947513354193	0.0187506434333395	0.0483535771963407	100037396	D030047H15Rik
100038347	2513.2	2224	2513.2	2224	0.181504414214482	5.18104617098806	8.4652567360223	0.00867667894383206	0.0260841758432089	100038347	Fam174b
100038356	255.6	398.8	255.6	398.8	-0.615781387553414	2.33770989207464	31.1580806801701	9.73240552203416e-06	0.000101862555695497	100038356	Gm15612
100038392	60.8	58.4	60.8	58.4	0.0746125780169497	0.662891370404408	0.270828920873426	0.607562335894923	0.717166680524722	100038392	Gm10785
100038411	97.4	104.6	97.4	104.6	-0.160149235304621	0.505905277914357	0.595841463195421	0.448142571126121	0.577518966035748	100038411	Gm15998
100038416	58.4	86.6	58.4	86.6	-0.595331303426304	0.657714291447401	17.6418622293767	0.000319426940285324	0.00179509992025041	100038416	Gm10643
100038453	76.8	92.6	76.8	92.6	-0.257153029300277	0.651663266115639	2.5774383465194	0.121525793311483	0.213016470594733	100038453	Gm12522
100038486	34.2	44.2	34.2	44.2	-0.368929172186633	1.86224296345384	9.3326327929724	0.00545924911121119	0.0177800781102854	100038486	Gm10742
100038526	169.6	175.8	169.6	175.8	-0.0421493085112364	2.81305342976906	0.30013525742858	0.588876347887479	0.700602414385186	100038526	Gm10560
100038538	35.4	33.6	35.4	33.6	0.0833799497619827	1.56666541280011	0.63852625486855	0.432112057790943	0.563593907535669	100038538	Gm10767
100038570	77.4	89	77.4	89	-0.190770444689215	1.00582473520421	1.37867693435641	0.25189001633114	0.374457476777914	100038570	Prcd
100038575	77.4	68.6	77.4	68.6	0.161162445516224	2.68089088520371	2.38424523770183	0.136267947919377	0.233699207312135	100038575	Gm10635
100038577	53	84	53	84	-0.701802391048465	0.837734005972399	18.4405706800952	0.000251679395205796	0.00146921404616502	100038577	Gm10790
100038591	115.6	103.6	115.6	103.6	0.170144726364096	1.15664310086145	1.85284558545381	0.186145017713382	0.29660886540861	100038591	F420014N23Rik
100038605	51.6	66.4	51.6	66.4	-0.348139651050994	2.20576352375083	12.7506358326875	0.00155239753341518	0.00641279049670851	100038605	E030047D23Rik
100038614	5.2	6.4	5.2	6.4	-0.23869262219775	1.19044521095362	4.46609503186142	0.0452020794337907	0.0981154612007826	100038614	Gm10791
100038647	8	4.4	8	4.4	0.667163301237043	1.03787033774341	18.229062284221	0.000267949078451528	0.00154560904082493	100038647	Gm10572
100038688	129.6	102.2	129.6	102.2	0.352493132099717	0.209998783918795	4.71481564099159	0.0400549765277142	0.0891426798370139	100038688	Gm10724
100038712	170.6	156.2	170.6	156.2	0.127218837261657	2.38651369225328	2.65478451757318	0.116345046766994	0.205933297326736	100038712	Gm10516
100038713	36.4	34.2	36.4	34.2	0.0735970513874776	0.662982884803304	0.199765851586531	0.65893251364183	0.759869997780359	100038713	Gm10432
100038725	82.4	98.2	82.4	98.2	-0.252688327504234	2.81967671386348	11.8465499610386	0.00213483978687853	0.00827042998647607	100038725	Cep85l
100038739	54.4	58	54.4	58	-0.0962319383033983	1.65449205509512	0.719591165334672	0.404691080474444	0.536347412174731	100038739	Gm10615
100038746	1021.2	1118.8	1021.2	1118.8	-0.13077043352061	3.78132963632192	5.59851385940317	0.0264251896981285	0.0638284912929061	100038746	Gm1976
100038882	83.2	59	83.2	59	0.502653651898808	0.81456137656619	14.0823554548356	0.000986807484425185	0.0044558935894663	100038882	Isg15
100038999	26.2	31	26.2	31	-0.25498512899596	0.949116358614338	2.71574920444212	0.112443289577005	0.200500284671359	100038999	Gm13552
100039017	256.8	279.8	256.8	279.8	-0.128109450863836	2.13455168509027	2.06171647071343	0.163995415519934	0.268873608884429	100039017	Gm2007
100039027	7	6.4	7	6.4	0.109876144100038	0.854994916515929	0.653043044949993	0.426994643694188	0.558231836396317	100039027	Gm2011
100039060	36.2	36.8	36.2	36.8	-0.0428461941264473	1.2246681460235	0.143860432948613	0.707820806967451	0.799159658171187	100039060	0610010B08Rik
100039062	1495.6	2047.8	1495.6	2047.8	-0.46976743031273	1.07538198977574	10.0631133332215	0.00411983827741635	0.01426986399755	100039062	Gm2027
100039138	137.6	174	137.6	174	-0.331530765881968	0.725532216049761	5.28599621637449	0.0305425473289871	0.0716891814051932	100039138	Gm2061
100039239	25	26	25	26	-0.0438062372950414	2.11826531165634	0.194020305006581	0.663548229354815	0.763061986402617	100039239	Gm2115
100039252	886	882.6	886	882.6	0.00693447667881629	3.31204231223312	0.0141914016006439	0.906169514941184	0.940999652917585	100039252	Gm12693
100039257	764.4	1012.2	764.4	1012.2	-0.340805586635671	0.415197490348441	3.19582878411268	0.0865100483910065	0.163123111964354	100039257	Tmem254b
100039304	41	33.8	41	33.8	0.185010025152774	1.99500605467273	1.0950159449799	0.310626733337712	0.4398313875062	100039304	Gm2148
100039307	268.6	369.2	268.6	369.2	-0.453914659539695	0.473615091790376	9.41427247524869	0.00528816523553787	0.0173597865806188	NA	NA
100039419	1025.4	1027.6	1025.4	1027.6	-0.00846473007792842	5.27006663994115	0.0287483482134864	0.866787835510138	0.913098431380789	100039419	Gm2223
100039422	729.4	811.2	729.4	811.2	-0.147228488157568	3.71866784350336	4.88067356521807	0.0369889025852032	0.0837464909095438	100039422	Gm2225
100039495	15.8	23.2	15.8	23.2	-0.55632519156241	1.35350440632677	14.7670663007637	0.000787235404740456	0.00371852958827403	100039495	Gm15706
100039503	311.6	230.8	311.6	230.8	0.430701270277058	2.28152278355433	24.4065140764966	4.88456078673942e-05	0.000378966406932537	100039503	Gm2274
100039571	21.8	21	21.8	21	0.0299302222576638	0.998740531138002	0.0448067273328244	0.834153859941839	0.889673840879527	100039571	Gm10335
100039636	9268.6	9378.6	9268.6	9378.6	-0.0175282856338749	7.15128415682769	0.200656667561955	0.658224063650716	0.759234747107769	100039636	Atp6v0c-ps2
100039684	213.2	239	213.2	239	-0.20242691258347	0.822610519750569	1.17355139616618	0.28987175351821	0.416730288974757	100039684	5031434O11Rik
100039707	172.8	186.8	172.8	186.8	-0.100565878406048	1.46060209331831	0.668432608140997	0.421671801639758	0.553071163421149	100039707	Mthfsl
100039768	556.4	696.6	556.4	696.6	-0.323228229738828	4.6290687323883	32.650983599758	7.00664841007334e-06	7.81366516388951e-05	100039768	1700024F20Rik
100039786	2218.8	2215.4	2218.8	2215.4	-0.000268219583103943	4.80376484895754	3.20901926735686e-05	0.995527153587529	0.997086205309533	100039786	Gm2423
100039795	7678.4	7658.2	7678.4	7658.2	0.00357216727084636	7.54879026148636	0.0111995169945853	0.916601908709091	0.947856071743464	100039795	Ildr2
100039826	44.8	42.2	44.8	42.2	0.0727699029695488	3.38119395753974	0.61815622126167	0.44024255307121	0.570491829127781	NA	NA
100039863	19.8	22.8	19.8	22.8	-0.224990148636306	0.556608940169356	1.38596684338504	0.25067446608098	0.373030858924584	100039863	Gm13306
100039864	375.2	318.6	375.2	318.6	0.229786554284001	3.25728918306472	9.59058193745046	0.00493839476949666	0.0164431140286351	100039864	Snhg12
100039968	113.2	102.2	113.2	102.2	0.129507363048827	1.39302634284346	1.19457230647083	0.285299867067321	0.411860927617043	100039968	Tmem35b
100039988	66.4	59	66.4	59	0.162421738696076	2.65192921856297	1.82486507701373	0.191655832345377	0.303316916754634	100039988	Gm11826
100040052	232.2	211.2	232.2	211.2	0.153703574271431	2.49940459750447	2.4477979126697	0.130830727717218	0.226524597319678	100040052	Gm2573
100040123	239.6	219.4	239.6	219.4	0.120631675335605	2.57255851352212	1.9535697219025	0.17503772480416	0.282775821428337	100040123	Gm2614
100040220	1210	1250.2	1210	1250.2	-0.0511024944075538	5.04599073485861	1.24954917767565	0.27474542043398	0.400238894069013	100040220	Gm9892
100040244	7.2	6	7.2	6	0.224365859593666	1.27853657127761	3.14692574944385	0.088808294688405	0.166252440283151	100040244	Gm14698
100040260	48.4	56.8	48.4	56.8	-0.225605515683176	0.85354903723588	2.8299881216567	0.105535787724777	0.190700622049497	100040260	Atf1-ps
100040293	78.4	63.2	78.4	63.2	0.393279457626499	-0.146468418284405	4.25777029635914	0.0500899992827034	0.106648366516085	100040293	Mindy4b-ps
100040294	20.6	25.8	20.6	25.8	-0.256843281981758	0.880176707919253	1.52044283392973	0.231692581896067	0.350778734547581	100040294	Gm2694
100040297	7627.8	7433.6	7627.8	7433.6	0.034888785944218	5.4992548315563	0.380888880864439	0.543876197406195	0.661883182395314	100040297	Gm2695
100040298	640.4	657.2	640.4	657.2	-0.0411611147671409	5.00774930165609	0.71125205269321	0.407387186117912	0.538970675381512	100040298	Gm15501
100040322	9.4	13.8	9.4	13.8	-0.493482257852774	1.26204827640954	11.8562564934074	0.00212744383805222	0.00824619823952983	100040322	3830408C21Rik
100040377	106.8	127.2	106.8	127.2	-0.288647906469251	1.28203576856245	4.86980019455064	0.0371816498062231	0.0840512302626132	NA	NA
100040500	17.6	17.6	17.6	17.6	0.0289828657779606	2.21654904117562	0.0830007451909212	0.775754079793582	0.849643818241754	100040500	Gm2808
100040505	269.4	257.4	269.4	257.4	0.054704029042028	2.34575871457218	0.41074623609985	0.527686884152719	0.648257414059448	100040505	Gm9923
100040525	98	85.4	98	85.4	0.212259155455959	3.19271177965646	1.96350054702243	0.183285601005657	0.292989391388604	100040525	Tmem181c-ps
100040529	146.4	185.2	146.4	185.2	-0.354245889286886	1.27889124884906	6.70912873095274	0.0160829774864654	0.0427636785484493	100040529	Gm2824
100040543	2002.4	2188.2	2002.4	2188.2	-0.128205278671597	4.59822329413191	3.63060508386555	0.0703096947298164	0.138473406135	100040543	Gm2830
100040591	374.2	334	374.2	334	0.16037539414537	0.410479309695731	0.775251948694618	0.387362390458319	0.519622829854714	100040591	Kcnj13
100040608	63.8	71.2	63.8	71.2	-0.194942816840144	1.09113135175005	1.60542904784625	0.217339166500458	0.334011282975699	100040608	Fancf
100040724	337.4	310.2	337.4	310.2	0.122223809354355	4.56897181584582	5.74617621970165	0.0246978667950312	0.0604850841503527	100040724	Mirg
100040792	48	28.8	48	28.8	0.775115853644295	0.0820057083135334	19.8096765007093	0.000169146600695931	0.00105608853842721	100040792	Gm11627
100040852	9.4	12	9.4	12	-0.362651183005608	0.103097359456246	4.64366271144156	0.0414568638204481	0.0915255093417988	100040852	Gm3002
100040961	96.8	111.6	96.8	111.6	-0.20264397657208	3.0201361307204	3.88211187379314	0.0619591919431583	0.125657101213191	100040961	Gm10145
100040972	59.4	65.4	59.4	65.4	-0.129737671202918	0.358971084626363	0.540869855794079	0.469226079167051	0.596656439542585	100040972	Tceal7
100040999	252.2	247	252.2	247	0.0340834763337135	0.283329677595913	0.0434295881405178	0.836683632099009	0.891253977327664	100040999	Gm3086
100041098	1176	1180.6	1176	1180.6	-0.0071045477216729	4.37316730193495	0.0163841089870971	0.899219202037155	0.935313293227523	100041098	Tma7-ps
100041106	156	175.8	156	175.8	-0.179351503175738	2.89879910398959	3.6998589076029	0.0664036193736425	0.132605404037943	100041106	Gm3141
100041120	8.6	8.8	8.6	8.8	-0.00407131704881018	1.30405803165243	0.00115692691302192	0.973148659621995	0.983147461115281	100041120	Gm3150
100041194	127.8	169	127.8	169	-0.421068910001781	1.20856443642948	8.98799631664438	0.00625143305784414	0.0199158504337843	100041194	Ahnak2
100041231	59.2	77.6	59.2	77.6	-0.412020816943485	1.54633986327308	11.7105198112674	0.00224149758501767	0.00860520746184472	100041231	Gm3219
100041244	94.4	118.6	94.4	118.6	-0.344606798184206	1.7142429516019	9.91127240129667	0.00436539178333554	0.0149166366043338	100041244	Gm3230
100041286	74.8	95.4	74.8	95.4	-0.35744595515953	0.424329953684607	4.6632667077562	0.0410651986485145	0.09089684246028	100041286	Snhg15
100041294	382	373	382	373	0.0445630138140886	3.52713774960171	0.355925763917969	0.556385142136656	0.672969945141693	100041294	Supt4b
100041480	988.4	859.8	988.4	859.8	0.20352302411115	4.52680578177016	13.6394994690074	0.00114492493917777	0.00500796141386592	100041480	Gm9833
100041574	47.6	52.2	47.6	52.2	-0.136428753696176	0.878412693585076	0.86301435324228	0.362181384053818	0.493911663846955	100041574	9030025P20Rik
100041576	4	4.6	4	4.6	-0.223091695586099	0.112918404711574	1.10031006618833	0.30468633120926	0.43328770477161	100041576	Gm3414
100041581	31.6	52.6	31.6	52.6	-0.723244586310673	3.74982799649147	76.3436573332935	1.04917161085218e-08	4.19276787680903e-07	100041581	Zkscan16
100041585	535.4	542.2	535.4	542.2	-0.0393971754013241	1.91322683504012	0.116111833064445	0.736266507234225	0.820529068181597	100041585	Amd2
100041621	2.2	1.6	2.2	1.6	0.196710918946651	0.338812317460272	0.974700153299065	0.333397327711789	0.464282691343636	100041621	Gm3435
100041649	1318.6	1524.4	1318.6	1524.4	-0.213170490238761	5.68471610481933	21.6503175763682	0.000101218875474993	0.00068621839874088	100041649	Mpc1-ps
100041677	202.6	243.4	202.6	243.4	-0.271287817776136	1.069299604054	2.4661385078235	0.130178840140487	0.225774532684257	100041677	Zfp984
100041781	497	655.2	497	655.2	-0.396946210980149	2.39796888788946	14.5216614524132	0.000853190932712716	0.00397294514865644	100041781	Gm3510
100041797	17.6	22.6	17.6	22.6	-0.348518273574295	1.69099913399148	8.09974699189212	0.0089400415300609	0.0267233409074736	NA	NA
100041925	2258.6	2313.4	2258.6	2313.4	-0.0365815203815229	6.05760382601284	0.800932915188523	0.379736264134589	0.511338546841937	100041925	Gm14586
100041948	756.2	705.6	756.2	705.6	0.106389811225191	3.71311948589268	1.89926857316047	0.181253287016993	0.290447340415035	100041948	Gm9800
100041953	1471	1507.8	1471	1507.8	-0.0385091748526186	4.66982255509121	0.676960831881736	0.418766170768159	0.550008744414627	100041953	Sap18b
100041965	3250.4	3291.2	3250.4	3291.2	-0.0194779091072852	6.37591683435765	0.248673562899738	0.622567567433846	0.730642385489511	100041965	Oaz1-ps
100042008	7533.6	7899	7533.6	7899	-0.0705972204572092	6.69865929305934	4.06818182441692	0.05506156689918	0.114695815727457	100042008	Gm9794
